score,content_clean
2,main nasib
1,proses tari dana makan beli cepet banget masuk banget
5,atur uang
5,baguss income
1,apk kyk anjeng udh tungguin cair undur lgi jls
5,good
5,masuk kode reff dananih cashback
5,simple and informatif
5,mantab
1,masuk uang rekomen buruk
5,gua udh nyoba aman banget guys nabung alhamdulillah hasil rasa klo udah tahun refral gua pke dapet cashback klo pke gpp tux fyu ayo mumpung usia muda
2,masuk
5,mula rekomendasi
5,masuk kode sayarobot akun uang masuk kode registrasi
5,mantap
1,tarik uang gabisa login udah uang gak masuk rekening cek login gabisa
5,pakai kode refferal cendekia ayo pikir cendekia terimakasih
5,mantap mudah kyknya cocok bingung tabung
5,mantaps
5,narik
5,code fefral biar cuan cuan barreng code refral qkgkmih
1,ragu lihat koment negatif pake ngeri ngurusin duit org msh kendala uang sensitif
4,lumayan bagus
5,depan saran tingkat aman terima kasih
1,mohon hapus data apk abal cuman data nasabah mohon janga salah data uininstal krna apk
1,gak buka
5,bagus hasil
5,clean
2,nyoba invest tunggu jual masuk rekening
5,mudah
5,bagus
5,oke
3,ribet lelet
3,pasang jdi bintang mula
5,moga berkah
4,asa lot banget
5,referal dapat cashback referal putradarsana
5,terimakasih pusing saham reksadana pilih udah pilih saham reksadana baik udah awas ojk
4,kerja bank neo biar mudah transaksi
5,sanggat guna
5,bagus
1,kapok inves bibit jual banget gak dana emergency kapok sumpah
2,starter
4,mudah
1,mula laku pakai bni trus coba jual hasil status jual hasil tpi dana blm transfer haha untung nominal coba klau rugi
2,mohon maaf alam suka jual proses lumayan uang masuk rekening coba cepat orang sabar cocok
5,mantap
2,buka aplikasi banget nih kali gunain apk
5,bagus anak muda tabung simpan bank mending investasi
1,ribet invest recommended invest mikir mikir deh proses jual beli bangett
3,ajar mula
5,mantappp
5,mula ajar moga modal
5,mantap
5,very good
5,mudah mula
5,bagus
2,dah simpel enak liat cuman sayang proses jual beli makan praktis buang
5,gimana ganti daftar ktp daftar
4,eror geser tnggl masuk grafik aum tombol back gamau hilangin popup trus message popup tekan kluar gabisa gerak nunggu pesan ilang dlu disyangkan portofolio dana tabung dana pensiun default tdk dpt hapus
5,bismillah
4,drap upw
5,yuu nabung lupa kode refferal rezif biar langsung dapet potong isi saldo
3,cair dana jual produk gak cair cair udah minggu
1,proses withdraw udh nunggu cair
5,goks nih aplikasi lupa masukin kode awikwokbanget biar cashback tambah yaaaa
5,aman mula investasi
5,moga lancar berkah
4,eezzzzeezzz
5,terimakasih bantu uang tabung investasi
5,suka aplikasi gampang mudah top
2,dlu sisa lihat depan klo bagus bintang
5,bismillah ajar resiko gagal ajar nyoba
1,jgn bodohin temen kluarga gua jebak masuk ngancem poko pinjol enak habis stres jgn jebak pinjol ancam sebar data tenang lapor wajib
5,mantap apk
5,berat buka loadingnya jaring bagus buka youtube aplikasih lancar ajha mohon cek baik
1,kak tipu suruh transaksi alas test validasi rekening hubung sistem nyaa bilang ituu aman otomatis refund langsng rekening masii blom refund rekening alas sistem rekening eror suruh pindah sistem dana kode otp pin dana skrng uang blom kembali
5,iloveyou
1,emng niat bawa kabur uang sih wkwkwk kedok ojk ojk klo niat busuk bawa kabur
3,install
1,penciranya ktrangan cair masuk dana rekning
2,bet jual sampe nunggu
3,ngga buka terahir buka reksa dana buka brkurang tinggal aneh imbal hasil ngga beres mah
4,aplikasi berat banget
1,sulit verivikasi kamera ngembun verivikasi ksei blm centang centang responsif dompet dana ketimbang verivikasi
5,bagus nabung biar jajan lupa pake kode referal bibitnyasandy login yaa dapet cashback ribuuu lumayan cuan meminimalisir rugi
5,keren banget cocok anak muda
1,proses jual reksadana
3,lupa sandi baik
1,beli jual super jual masuk akun bank cmn untung pake duit dingin bagus jual beli saham
1,bodoh tanggung udah betah betahin sabar sabarin gua rugi buying power spti belah ajaib dana tari lari tau rekening tuju mati robonya tolol robo maksa banget beli produk didapet kostum portofolio nyaman boro boro kejar konsisten dgn dpn rekomendasi gua buzzer gua saranin pindah bareksa ajaib
1,batal transaksi proses harus investor batal transaksi proses
5,manfaat
5,good
5,like
1,cair dana tabung cair bank jago suruh cair bank bank jago top mudah cair kendala dana cair kecewa untung
5,ayo guys berlajar saham reksadana pakai kode nffvinv tahap ajar moga manfaat saham tampil bikin pusing simpel oklah
2,tahu
1,download gabisa buka
5,keluh cepat atas terima kasih mudah
2,ndak download yaa loading teruss udah nunggu
3,trail
4,good
1,sadar mahal jngn pake lgi receh kena ngeri
1,buset dah allah reksa dana beda ganti gambar
5,daptar sih moga dapet cuan ehh rekomendasi install lupa pakai kode referal yadidodo moga cuan terimakasih
3,kasih bintang tambah sya kasih bintang plus rekomendasi keluarga
1,dana kirim sesuai bagus pindah laen
5,good job
5,nabung
1,proses cair dana maksimal cari minggu cair
5,maju masuk klo bsa proses tari cepat top
1,pas bayar bayar via dana gak bayar mohon bayar via dana donk
1,ikut
1,serius mending download transaksi susah tunggu hari
1,udah minggu jual blm transfer gimana
2,tari dana anjur butuh dana dada
5,yyu
1,untung rugi pass udh jual trs bank potong modal modal kurang
3,dihandphone gimana portofolio tuju tau sekolah nikah dana tabung pensiun fitur nabung rutin tau disetting nabung tanggal target nominal sekian laku batas terget nominal mohon terima kasih
1,susah revisi rekening
4,uang ajar ajaa
1,halah kerja beli saham jumat minggu masuk bibit jumat kemaren
1,sumpah tari uang rekening banget udah pakek bank jago udah pakek rekening tetep masuk uang jual butuh order jual hasil tgl april sampek gak masuk tingkat layan
1,proses beli jual rekomendasi kerja jual beli org butuh dana darurat rekomendasi simpan
1,lot
5,mantap
1,woy kembali uang curi rekening malam ribu
1,banget duit ilang transfer rekening
5,terimakasih berani investasi
5,lumayan
1,aplikasi ribet transaksi
4,gak gak ktp bawah umur
1,gagal aneh knp
1,klo bagus tambahin
2,isi apk bagus proses bayang butuh uang perlu dada nunggu
1,tagih biaya mea selesai daftar ngegunain jasa tagih uang aneh banget informasi blokir akun mksh
5,nih elu padaa suka ngeluh jual beli sih wajar sihh karna beli portofolio mudah balik telapak tangan cok mie instan rebus anjir inti sabar dah tempo khawatir mah aplikasi percaya naek turun wajar nama biasa manusiawi kenya untung mulu hahahahah
1,boleh hapus akun atur konyol bahaya privasi orang cium sistem korup
5,good app
5,maret proses registrasi mudah beli mudah pilih gopay bank jago bank proses switch reksadana ubah portofolio mudah saran proses switch reksadana update nav jam ganti terupdate ajar atur main gak baca ujung komplain gak mesti tingkat aplikasi
5,aman nyaman nabung
1,bantu sya buka sya cair
1,udh ckup
5,good
1,transaksi promo jebak saran
1,makasih loh jual cair biaya admin gede makasih
5,bagus
5,bener bener untung
1,hapus data daftar hasil
4,ayok biaya transfer bank tari dimurahin klo gratisin semua bank
5,bayar tambahin dana please
1,mudah guna cashback
4,login dah atas
4,deposit terllu
5,puas layan operator
5,oke
2,hmmm dana cair
5,bantu mula investasi
5,aman sih anak sekolah
5,kewren
5,layan cepat mudah
4,respon admin live chat lambat direspon eksekusi order jual pilih bank masuk bank tindak lanjut proses lanjur tahap
5,kalah trus karya
5,alam tuju terkadang hasil terkadang hasil situ juang sukses say pikir mana hasil sukses coba alam blom barhasil juang sukses
5,okeeee
5,mantap
1,ahh kerja udah turun sistem cair teman tanggal mei cair dapat kemarin tunggu tanggal mei akibat seinin tgl libur wow makasih perlu dadak bikin sakit hati udah cair langsung uninstall
1,buruk proses dana masuk keluar kaya depo banget
1,deposit tari total tanggal suruh nunggu tgl tolol gakusahinstall
1,gajelas tari udah minggu masuk masuk saran
4,sayang registrasi beli sbn pakai bca gak pakai bank
3,susah buka masuk aplikasi masuk halaman gagal muat silah muat ulang akun log out masuk log pakai nomor otomatis kayak tau aplikasi asa berat kayak gin takut pakai takut akses akun tim benah aplikasi takut nih
1,jelek
5,yuk rutin nabung reksadana pake aman saldo jamin banget gabung kode refferal tabunganjamannow dapat untung
1,nonaktif akun email ganggu
5,moga maju sekian terima kasih
4,ken invest moga amanah maklum mula ragu sih
1,rugi doang
1,proses terang max asli gua udh minggu blom masuk masuk uang cair biaya admin lumayan
1,zaman serba digital modern proses tari dana
5,dah gosah basa basi referal code cobatanamdulu
5,boros banget nabung bantu mencpai goal ajar sabar terima kasih
2,dana ambil perlu darurat buka cepat harga ubah parahh app
5,bagus
5,mantap
1,registrasi sulit verifikasi habis suruh upload dokumen upload sim pilih menu upload
1,udah percaya niat untung buntung
5,guna nyaman mudah paham sekian download baca bagus kasih tau buka realod susah login hemm baik development
5,apk bagus kode referal investasijadiuntung untung ber transaksi terimakasih
5,bantu invest reksadana nominal mantap
5,bagus
5,bismillah beli mobil
1,coba main invest brani nyesel silah coba beli jual terima gak tengah klau coba silah mending cari invest developer tabung deposito untung
5,enak hubung ramah tunggu balas bantu pkoknya
4,baik sistem nabung rutin pilih jga beli serah sepenuh mas dana pas cek beli produk produk tambah akibat biaya admin jga tambah
1,akibat proses trankasi rugi widraw propit karna transaksi minus proses transaksi
1,withdraw ampir minggu gak jlz
1,dana masuk rekyah udah banget jual
3,bagus cuman jual beli ngeri banget tingkat karna saat butuh dana darurat cair bahaya gimana tingkat
5,bagus
5,kode referal bibitbuy
5,manfaat
5,mudah simple
5,ajar banyak tunjuk pakai
1,tanggal mei sampe mei masuk masuk payah kerja
5,keren mudah
1,sorry uninstall nyata sikap sponsor podcast daddy corbuzier
2,baca ulas kritis ulas jebak hati hati kawan apk inj reksadananya omong doang pas jual dibpotong lebih saldo uang rugi konsumen nih kawan kawan korban pikir mantang mantang apk lapor ojk nih
5,suka nermanfa
3,tombol ponsel baik
3,proses jual beli
5,cari transaksi gratis alias free kena cas bonus tinggal redeem kode bitjago pas daftar biarin orang pamer motor pamer harta mah umpetin aset salam sukses salam profit
3,verifikasi reksadana banget gimana tanggap
1,apk gaje
2,jual reksadana tgl sampe tgl cair why
1,maaf paksa uninstall beri bintang paksa sebenernya bagus ajar namu proses cair jargon sih cairin nyata alami sungguh kecewa jual senin tanggal april tanggal mei cair sebenernya real kerja gamasalah dana cair jujurly kecewa
3,kak cair yaa cair mohon cerah
5,paham paham ama saham ajar
5,legit percaya
5,bagus
5,mantap
1,beli hasil proses udah minggu
5,goood
3,gak daftar suruh selfi pegang ktp
5,bagus banget makasih
5,praktis bang ajar
1,woi cair dana bnget njir butuh banget dasar kmpret
1,deposit kitat petir sambar coba tari minggu masuk rekening nunggu ampunnn dahhh
5,good
4,dah masuk
5,bagus mudah
3,tambahin fitur dana ovo biar praktis
5,good
5,bagus
5,bagus
5,mudah erti
1,payahh bikin rugi asli licik
2,rekom
5,bagus
2,tera tulis jual saham hasil masuk rekening butuh minggu masuk dana hasil jual saham lari mana uang haloo sehat
4,daftar silah pakai kode refelar biar mudah daftar kode nikidas
5,bagus mudah jujur
1,verifikasi muka sussah banget gabisa gabisa pencet lanjut hadeh gmn sih
3,jual reksadana masuk rekening jago udh gimana
1,gue daftar pke ktp ktp gua hilang
1,tari masuk tanggal masuk uang rek
5,alhamdulillah
5,anti ribet jos mantap
5,daftar beli mudah moga inevestasi jangka berkah aamiin lupa pakai kode referral hafialbanjari
5,adhityofirdausputra
5,bagus
5,neng banggain ortu berkat thanks
5,kode referral titbacit
3,ngejual masuk rekening bgt dahal kadang dana pepet udah minggu masuk masuk rekening heran ngejual masuk rekening jgn lamaa
1,udah naro duit udah simpan portofolio jual cairin gitu enak make binance sumpah kripto depan langsung jual butuh balikin duit jing gak jual dana portofolio
5,keren sihgh
4,gmana nih min gak ktp gak blum ktp foto ktp
5,alhamdulilah syariah moga berkah
5,kaya pakai alhamdulillah
5,baik
5,yess
3,dear developer tambahin bayar dana guna wallet mudah menginstall wallet makasih
5,mantap
3,baharu sistem gimana login err failed muncul layar mohon jasa terimakasih
5,mantap
1,pelit event
5,gampang akses
3,pagi eror
5,mantapppp
1,beli aset danpembayaran sudha terima blum komfirmasi
5,unik
2,cair dana tgl april kemarin blm masuk rekening min cair
1,skli beli transaksi tnggu cepat akun gan sedih skli beli baik cepat transaksi terimah kasih
2,reload buka uninstal saldo
5,mantap
3,pog ame ame belalang kupu kupu bayar duit kau sapu minggu cair skarang cair rekening
5,kereeen
5,mantap
1,lambat masuk verifikasi
4,nama kaharuddin mohon data salagunakan hapus minjam terimakasih
1,beli saham verifikasi menejer investasi
5,mantap
5,bagusss banget
5,mantab pake mode syariah rejeki nih biar dapet cashback pas registrasi jgn lupa masukin code referral payonabungsaham
3,romotasi panen registrasi
2,beli cepet masuk gilir jual masuk
1,nyesal masukin uang udah minggu uang bulum masuk rekening
3,good
1,sebenernya aplikasi sih bagus bijak jual beli reksa dana masuk akal proses ketidaknyamanan butuh dadak uang langsung cair tunggu minggu biaya adminnya banding produk reksa dana tokopedia beli cair rekomended
1,trlalu beli jual lgi ssah
5,oke
1,tipu cashback snk
1,masak orang suruh nunggu tgl konfirmasi tau gin gak pakek
5,applikasi mudah paham mudah
1,order sabtu apr tau libur rabu sore mei saham masuk portopolio hadeuuuh parah
5,keren mula pkai kode referal ade dpatkan invest ayoo buru hasil cuan
5,cari bikin nyaman cepat ampe nunggu minggu profesional
1,cair maximal bursa transfer
5,manfaat bantu anak kost salin kode referral cuan investasimaszehh
5,mudah bantu butuh fast respon
5,apk baik
2,invetasi beli produk tanggal maret sekrang verifikasi
1,bintang ajah dlu siasahmya klw uang gee cait
5,aman lancar ajar konsisten terimakasih
1,blom paham
5,oke beeeet
5,bantu berinvenstasi
5,bagus lumayan
4,lumayan
5,update baru login fingerprint baik
5,mantaap
5,bagus
4,good
5,star for
5,bagus
5,senang ajar
5,baik bantu
5,bagus
1,bodoh daftar gak uplod foto ktp smpe kali gak sesal donlod bodoh ngurangin kuota internet
5,simple
3,coba
5,nabung susah duit beli cilok mulu
1,deposit menit doang selesai gilir cuman hri kerja nunggu minimal msuk rekening
5,gas
5,bagus
5,assalamualaikum hallo teman investor ajar saldo tambah tabung silah masuk kode referral kak kitawajibsukses saldo langsung masuk tabung akun reksadana semangat investasi
1,tlg setting nabung rutin tgl mei masuk mei sehat dah gtu gak batal transaksi tpi saldo autopay
5,bantu utk
5,top
5,blm coba smoga profit
5,mantap
4,silah kode refferal hhbbftz terimakasih
5,good
5,pngalamn sih sederhana
5,harap
5,bagus banget
5,aplikasi
1,kurang pencairanya banget gak langsung dadak
5,krennnnn
1,test maklum modal gratis
5,hasil tambah
5,sama
5,tagih
5,bagus lancar moga jadi tabung
5,simpel gak ribet
2,mohon baik sistem kecewa loadingnya ulang kali kait bank jago pasang minggu kait pindah reksadana juni
5,bagus
5,pakai referal dna
1,ajh eror buka pdhal jaring aja loh min knp buka bgni bbrp
5,bagus
1,helo bibit buka tabungane lumayan uang
5,ajar wajib
3,fiturnya bagus coba masuk minta tgl april tgl april dear admin tinjut
4,bagus alhamdulillah untung jual saham obligasi cepat cuman langsung masuk rekening good luck
5,good job
3,jual masuk rekening sayaa mohon bantu
5,kode refferal chesil dapat cashback lumayan lhoo
5,mumpung muda saldo atm gatel tangan belanja jajan mending investasi udah duit harap kembang maju amin
5,uang thr masuk mula bantu teman teman daftar lupa masuk kode referal imest cashback obligasi loh
3,error gabisa login min
5,bagus
1,modal mending mundur ajah deh sukses loe loe nabung itu rutin loe tekor biaya admin
