score,content_clean,sentiment_predicted
1,pakai vpn buka gak pakai vpn gak buka situs masuk kategori larang indonesia,negatif
2,good,positif
2,gak buka error mlu gmana nabung rutin payah deh,negatif
3,tgl desember ampe januari buka dana udah install tetep soperti,negatif
2,knp dartar member mimin,negatif
3,buka app,negatif
1,baik reload klo pake operator,negatif
1,duh sekrup lepas daftar rekening maksud gimana,negatif
1,udah selesai register buka,negatif
1,tunjuk aneh buka web bungkus app,negatif
5,mantap,positif
1,buka,negatif
2,buka gin,negatif
3,min buka otomatis gak login surih reload tetep mohon bantu min,netral
1,knp akses sya doang,negatif
2,beda error bibit adek eror normal,negatif
2,tarik dana terang transaksi info order jual hasil dana masuk rekening min min klw muas bintang,negatif
5,masuk halaman web sedia baik sungguh ganggu maka kali dar kemaren kemarin sajantak masuk,negatif
2,invest reksadana aplikasi error akses haha,negatif
5,buka,negatif
3,aplikasi kemaren error gak buka,negatif
1,min gak masuk suruh reload,negatif
1,program beta penuh maksud gmana masuk gak trus hapus download ulang msh gak masuk,negatif
3,masuk akun orang sinyal sinyal bagus ttp pake wifi hospot bantu,netral
1,gabisa buka jelas baik,negatif
1,web error,netral
1,erorr kemarin akun gak dibukak takut isi saldo mohon jelas admin komplain,negatif
1,sampah,negatif
1,gmn aneh abis jual trus nyairin error pas buka apknya,negatif
1,buruk kasih bintang app buka jaring sinyal bagus,negatif
1,app gak buka uang sana gimana,negatif
1,buka udah nabung bulan jngn bikin panik udah ojk gin,negatif
4,kenapah ngga buka tulis error name not resolved knph yah suhu,negatif
5,kali investasi nyaman bagus bngt mula coba tabung kekuranganya beli jual makan reksa dana masuk portofolio biaya admin puffft suskses depan moga trmksh salam cuan salam sukses,positif
5,error yaa,netral
2,buka notifnya eror jaring lancar,negatif
5,dns error,netral
1,ngga akses,netral
3,error gak buka,netral
5,aplikasi eror pas buka doang siang sampe coba buka gabisa,negatif
4,bagus,positif
4,bismillah modal nikah,positif
1,min gmn sih narik blm masuk bursa udh minggu masuk,negatif
1,gabisa buka ups gagal muat halaman udah kali kali unisntal instal yaallah,negatif
2,aplikasi error tdk buka,negatif
2,ajar,positif
5,error trus buka aplikasi error sih aman sih,netral
1,tanggal desember akses via website mobile lupa akun akses alamat address web jangkau jaring normal kendala,negatif
1,aplikasi gak buka gan reload mohon solusi,negatif
2,buka kali kali koneksi stabil paket data switch jaring buka mohon tindak profesional trmksh,negatif
1,maaf gak bukak uang udah tanam bibi,negatif
5,mula,positif
1,hati,negatif
5,wahay buka layar tulis halaman web buka tahap baik kendala,netral
3,masuk gagal,netral
1,masuk apk tekan reload,negatif
5,maaf tdk buka solusi trimakasih,negatif
1,apk error proses verifikasi batas jadwal verifikasi mending donlod receh,negatif
1,aplikasi gak buka,negatif
1,aplikasi error gak buka saldo simpan,negatif
1,aplikasi buka websitenya,netral
2,buka munc tulis halaman gagal buka,negatif
1,aplikasi eror install uninstall ulang kali nasib saham beli,negatif
1,balikin gue abis invest buka,negatif
1,error woyy jual saham,negatif
3,buka,negatif
2,ngk buka min eror gmn,negatif
1,woyy gua engga masuk,negatif
1,bank jago bank kustodiannya bintang krna mimin bales,negatif
4,mmg,negatif
4,bigxzrb pakai kode referal gratis akun yok gabung,positif
1,eror mulu update baikin lgi,negatif
3,ngga buka,netral
3,awan ndk buka dipalikasi dgn ndk akun ojk sih ojk kek gin parah,netral
1,napa buka,negatif
3,hallo buka yah tulis link hubung maintanance terimakasih mohon ulas,netral
5,coba,netral
5,masukin reveral biar chas bat ribu,positif
5,app gak buka alas koneksi tulis err name not resolved cerah,negatif
1,buka,negatif
5,udah eror gak masuk,negatif
3,error buka,netral
3,gagal masuk masuk lancar pakai masuk,netral
5,gak apply promo,negatif
3,buka applikasinya reload,netral
1,error gak buka informasi donk klw kendala jgn org panik bantu,negatif
2,ganggu suruh reload trus uang,negatif
5,kasih bintang baik,netral
1,gak buka duit jelas biar gak panik,negatif
1,buka apknya,negatif
4,knpa kemarin masuk internet lancar youtube lancar jaya,negatif
2,applikasi buka upgrade,netral
5,udah pakai semenjak akses jaring internet stabil mohon solusi,netral
4,rto buka,negatif
1,gak buka apk eror,negatif
2,kpn aplikasi muat bolak rilog tetep masuk,negatif
4,hai buka trus save nomor dikoment user nomor rumah gmna,negatif
3,gak buka,negatif
2,login suruh relod gimana,negatif
4,aplikasi buka,netral
3,buka knp yaa,netral
2,eror udh buka,negatif
1,akses akun hubung,negatif
2,buka suruh reload trus tetep bisaa login,negatif
5,bagus,positif
2,gak buka hapus donwload gak hadeh uang hilang,negatif
1,buka,negatif
1,halo aplikasi buka situs web sedia eer name not resolved bantu,negatif
1,haloo kak buka yah problem solving,netral
2,susah banget login buka app udh notif baik reload gtu login solusi gmna nih min,negatif
1,proses jual pasar uang banget udh nilai uang harga org butuh mls make,negatif
5,siang kak buka knp tdk terang web tdk sedia mhn penjelasnnya kak trmks,netral
1,masuk gagal,netral
3,yaa gamau error mulu pagi gabisa buka aplikasi takut sayaa,netral
5,halo tim ponsel error ksei hubung,netral
2,kasih bintang akun gua terveripikasi email dah bener seribet daftar,negatif
2,apk tdk buka eror,negatif
1,semenjak diupdate apk gabisa buka gimana,negatif
1,registrasi selesai ngak buka,negatif
4,coba sampe ketemu hasil,netral
2,pas buka halaman tahu mulu instal mohon penjelasnnya,negatif
2,err name not resolved knp buka solusi,negatif
4,website buka uninstal instal ulang uprgade aplikasi buka bagaiman solusi,negatif
2,buka aplikasi,netral
1,apk buka halaman sedia udh update udh restat msh ngk bsa,negatif
5,gak login yah,negatif
5,bagus,positif
1,apk bukak beli saham invest ribu proses jgn hilang uang awas tipu apk bukak,negatif
1,min akun buka klik muncul web tdk temu reload trus solusi gimn min pdhl udah upgrade maaf bintang nnti xlo tanggap mimin akun bsa buka sya tmbah bintang,negatif
1,gua buka udah inves gua,negatif
3,buka sinyal bagus gagal muat mulu,negatif
1,jalan reload reload koneksi internet,negatif
5,aplikasih bagus pilih kasih lansung bintang deh,positif
4,update baru susah login error kmrin pdhl update jaring jalan dgn skrg gabisa kuatir mohon bantu,netral
1,login dalem apk dana login hapus apk download ulang tetep login nih apk segitunya,negatif
1,pas masuk halaman eror trs gabisa masuk solusi gmn,negatif
5,kenpa buka,netral
1,donlot udah error jaring lancar tetep reload hadeuhhh,negatif
3,aplikasi gak buka lgi yak,netral
2,knpa apps buka reload dlu udh direload tetep,netral
3,maaf admin tdk buka tdk mask aplikasi sdh tabung invest gimna admin tlng bantu,netral
2,error,netral
1,realod kemaren,negatif
2,gak buka baca reload reload mulu uda tekan relod gak buka kenaapa,negatif
3,ndak buka ganggu minggu pakai apps,netral
1,gak buka kawatir,negatif
1,aplikasi buka,netral
1,transaksi masuk,negatif
5,buka aplikasi kemarin mohon jelas,negatif
2,login gagal trus,negatif
5,baik bawa dampak positif dunia nyata,positif
1,maaf kak buka apknya suruh reload apknya buka,negatif
2,buka error,negatif
1,gak buka yah tabung baik gimana,negatif
2,aplikasi sulit buka,negatif
1,reloadd terusss udang transfer uangg buka reload terussss,negatif
3,error update coba pagi jam sampe masuk,netral
1,update buka,negatif
1,gimana nih buka,negatif
3,buka diupdate muncul halaman gagal buka akun saldo,negatif
5,aplikasi mudh mula pakai kode referal yunabungbarengega,positif
5,kode reffral butuhsedekah,positif
1,update aplikasi gak buka halaman gagal buka,negatif
3,ngga buka,netral
5,eror,netral
1,download aplikasi buka reload mulu,negatif
1,apknya bsa buka barusan kemarin topup sekrg bsa buka,netral
4,akses error,negatif
2,login akun min hari akses mohon ditindaklanjuti,negatif
1,masuk saldo,negatif
2,halaman gagal buka aplikasi ganggu kemarin,negatif
1,apk gak buka admind,negatif
1,buka,negatif
1,dibukak,negatif
1,gak login update,negatif
4,hallo kak buka nih update tdk buka udah jatuh tempo tabung rutin,netral
1,kadang suka error,netral
1,eror buka bahaya uangkuuuu,netral
1,akun buka buka eror suruh reload,negatif
5,moga sukses,positif
1,kemarin buka,negatif
1,buka bru update,netral
1,buka,negatif
2,buka baik,negatif
1,uang tabugan tdk skrng buka jarigan stabil trimakasih,negatif
4,eror,netral
2,muncul halaman web sedia,negatif
5,maaf kak buka kak tulis halaman web sedia mohon kak solusi,negatif
1,hati hati tipu sdh investasi bulan skrng aplikasi buka alias eror saran coba yaa sob,negatif
1,apk buka,negatif
1,aplikas tdk dbuka tulis halaman web tdk sedia eer name not resolved tdk delete mgkn krn uangx krn coba akun delete mohon penjelasanx,negatif
1,aplikasi dibukaaa,netral
3,kemarin eror buka,netral
1,upgrade error gimana sih developer tidur bikin kesel untung nabung bnyak klo gak buka apknya auto rugi aneh fiturnya gitu mudah,negatif
3,bug resin woi gabisa buka app,netral
1,susah buka eror yah tulis halaman web sedia,negatif
1,koq login sblmnya uang gmn dooonk kasi jelas,negatif
3,buka halaman eror solusi min,negatif
1,kakkk apk gabisa buka yaaa,negatif
1,error terang terang halaman web sedia err name not resolved buka chrome terang halaman web sedia bantu solusi udah instal kali,negatif
2,app knapa buka eror trus jagn ntar sperti app sblumnya,negatif
5,biar baca knpa akun buka email salah akun mohon benah,negatif
1,bagus jalan app buka tulis halaman web sedia baik,negatif
5,cuan,positif
1,ngak buka reload mulu gimana kasih bintang,negatif
1,akun error gak masuk isi duitny adehh mohon bantuanny,negatif
4,aplikasi buka terang net err name not resolved jelas,negatif
3,aplikasi ngga buka tulis halaman web sedia,negatif
1,aplikasi error kakak buka tulis net err name not resolved email support balesan,negatif
4,dear dev apk buka stlah update maintenance,netral
1,aplikasi gak buka,negatif
3,semua bagus nih pagi buka apk gak eror mulu pdhal koneksi lancar udh update,negatif
1,tdk buka,negatif
5,cash back pake kode referal pastiuntungin,positif
4,bantu gak buka,negatif
2,bagus dah buka buka reload apk lancar koneksi,negatif
3,gak buka,negatif
2,error trus gabisa buka,negatif
2,buka cerah realod halaman,negatif
1,buka knp,netral
5,bantu,positif
1,update susah buka apk,negatif
1,sya buka tulis eror hhtp,netral
5,gak buka gak dibukaa,netral
1,buka error,negatif
3,kak buka apk error padhka mncairkan dana,netral
5,gak buka,negatif
5,kode iciixte bonus saldo,positif
3,hallo apk buka,netral
5,mohon bantuanya login halamanya akses reload mkasih,negatif
2,masuk apknya gak buka why mohooon bantu,negatif
5,rekomended,positif
5,mantap,positif
3,tidja buka,negatif
5,bagus,positif
5,kode nabungrutinyu,positif
2,apk buka,negatif
1,engak masuk,negatif
2,gabisa buka baru,negatif
1,gimana yaa udah gak buka maintenance udah upted,negatif
3,update aplikasi buka error,negatif
5,pas buka knpa halaman muat cuk nipu gmna,negatif
3,download laman akses masuk kali buka udah uninstall download tetep bisaa,negatif
2,buka,negatif
1,knp,netral
3,gak buka kontak support email instagram respon gawat,netral
2,knp buka stuck logo link alternatif,negatif
5,pake referall biar dapet cashback bagicuan,positif
5,buka suruh muat ulang ajh mhon pnjelasan nyah,negatif
1,nggk buka bibit gmn buka masak reload,negatif
5,buka,negatif
1,deposit buka aplikasi parah banget kali eror mulu jaring bagus,negatif
5,app gak bisah bukak,negatif
2,bug pas log baik bug mengangu,negatif
5,mantap,positif
4,min solusi buka suruh realod trus pdahal jaring bgus,negatif
5,aplikasi bagus pakai kode referal mraqqab,positif
1,error buka,netral
4,bismillah moga sukses,positif
2,masuk dalem,negatif
2,akun nggk buka sambung account jago bgaimana solusi min,negatif
1,ngk buka gimana maju dana nasabah nyangkut gin,negatif
4,min apk eror yah buka apk halal sedia bantu min makasih,negatif
5,suka praktis simple minimal invest gabung masuk kode refferal hayangcuan registrasi lho,positif
1,call center brp yah apk buka takut invest masukin ambil ajh klo gin mah invest,negatif
2,error gabisa masuk,negatif
3,habis update error ndak buka,negatif
1,error buka reload error,negatif
5,kerrn,negatif
1,error,netral
1,login terang eror uang lumayan,netral
1,deposit servernya eror buka gimana,netral
5,hohahihe,negatif
5,coba,netral
5,aplikasi bantu tabung fitur meng ingat tabung good apk,positif
5,min susah masuk err name not resolved,negatif
1,bibit ngk buka tulis halaman gagal buka maksud kemarin update baru mohon bantu,negatif
2,maaf trouble buka online baharu,netral
5,udh tahun pake bgt ilmu didapet makas nyaman bgt nabung bibit kontrol uang,positif
2,apl bisa error buka perintah reload utk login hasil bahaya,negatif
1,buka,negatif
3,buka terang err name not resolved,negatif
3,akun gak buka,netral
2,knp apk buka oror habis jual reksana,negatif
1,lambat proses jual,negatif
3,aplikasi bagus aplikasi error maaf baik makasih,netral
1,bsa buka,netral
2,knp pnya buka,negatif
3,apk gak buka gmna kak,negatif
1,instal buka aplikasi,negatif
5,top,positif
1,eror,netral
5,coba duluu,positif
5,nice,positif
5,jamin,positif
5,pemuls,negatif
5,ayo daftar pake kode kamukayakok dapet saldo tambah,positif
5,kritik saran tanggap,negatif
5,bagusss,positif
5,okk,positif
4,pensiun,netral
5,moga sukses,positif
5,stlah plajari apk mudah paham melek pentimgnya investasi trimakasih,positif
5,guna pakai referral cashback repcuan,positif
4,rekomendasi banget mula,positif
1,banget verifikasi promo jago zonk deh,negatif
5,kode referall juragankaya,positif
5,salah inventasi patut rekomendasi terimakasih,positif
5,mohon cepat verifikasi min,netral
1,eror solusi,negatif
5,moga pilih,positif
4,bagus,positif
5,gabung dapat cashback kode referal zaenabm,positif
5,kenal bingung coba keutungan daftar yukk kode referallku kkembali,positif
5,kirem kalu ives dana gabung,netral
3,bintang tunggu main full nilai turun,netral
5,download nih kode referal proses pake kode referal yah dapat cashback ribu orang lupa download aplikasi bagus mula ragu beli saham langsung hehe,positif
5,mantap,positif
2,sayang daptar sepesifik tanda tangan resiko,negatif
5,aman amanah,positif
5,masuk kode referral dedicobuzier dapatlan bonus,positif
1,refarel dpt iya,netral
5,tambah nih pakai kode referal cuanariel,positif
2,bom keuntangan masuk sih akun padalhan acu mula notifikasi sih lambat sampe bom emang sih acu trimkasih,negatif
2,casback gak dipake beli reksadana dah klik tetep casbacknya tinggal,netral
5,mantab gaes,positif
5,halo sahabat cuan rencana bibit reksadana putus cocok teman teman mula gabung kode referal nurhidayah,positif
5,jos,positif
5,mantp,positif
5,pake otomatis nampilin syariah,netral
1,mentok logo benerin tolol,negatif
5,bantu,positif
4,ajar,positif
5,seruu banget nabung rutin pake kode referal ajakkaya biar dapetin langsung istilah bukit tuh bener banget,positif
5,kode referal banganton,positif
5,beli jual cepet mudah the best pokok,positif
5,yaudah kasi,negatif
5,goodbener,negatif
5,moga manfaat ngasih cuan,positif
5,bantu mula perlu nabung,positif
5,nungu hasil,netral
5,mula sebenernya hasil capai target sharing seru suka visual page bikin semangat nabung,positif
5,good aps and its working,positif
4,msh tahap mula mhn bimbing,netral
5,teman,positif
1,kalah saing sebeah daftar verif ksei nongol gak rocemend dah,negatif
5,moga manfaat,positif
1,olo olo,negatif
5,good job,positif
4,bantu capai target tuju dlm atur uang harap capai,positif
5,cocok mula ajar,positif
