score,content,content_bersih
4,"Bismillah, awal"" saya merasa nyaman menggunakan bibit tapi kenapa lama kelamaan saat membeli waktu nya sangat lama di proses, Maksimal 3 hari setelah pembelian produk kita akan di tambahkan ke portofolio dan siap.mendapatkan keuntungan tapi saya sudah menunggu hampir 5 harian saya blm produk dan blm juga produk baru saya mendapat kan keuntungan",bismillah nyaman beli proses maksimal beli produk portofolio untung tunggu blm produk blm produk untung
5,bagus,bagus
5,"Dan sangat luaaaaar biasaaaa, wassalaam dari MMUHTAAR yaah ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ™ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸ™ðŸ™ðŸ‘‹ðŸ‘‹ðŸ‘‹ðŸ‘‹ðŸ‘‹ðŸ‘‹ðŸ‘‹ðŸ‘‹ðŸ‘‹",luaaaaar biasaaaa wassalaam mmuhtaar yaah
5,Ada fitur syariah nya Semoga kedepan nya fitur syariah nya makin maju,fitur syariah moga fitur syariah maju
2,Pencairan ny lama banget udh 7 hri blom cair,cair ny hri blom cair
5,Ini gimana sih cara kerja penarikan ko katanya cuman 3hari kerja tapi udah lewat dari 3hari kerja engga masuk masuk,gimana kerja tari ko kerja kerja engga masuk masuk
5,â¤ï¸,
5,aplikasi Reksadana terbaik nomor 1,reksadana nomor
3,"Aplikasi bagus dan user friendly, cuma ada bug yang mengganggu ketika saya ingin melihat grafik saham, awal - awal lancar tapi langsung freeze itu aplikasi gak bisa back ataupun scroll. Semoga segera di fixing ini bug, karena mengganggu banget dan menurunkan experience user dalam menggunakan aplikasi",bagus user friendly bug ganggu lihat grafik saham lancar langsung freeze back scroll moga fixing bug ganggu turun experience user
3,Ngelag paraaaaahhhhh,ngelag paraaaaahhhhh
2,"Aplikasi bibit sekarang susah banget dibukanya, sering stuck di logo. Tolong diperbaiki",susah buka stuck logo
5,good,good
5,good,good
4,Terimakasih,terimakasih
5,Mantap,mantap
1,minta update terus,update
5,menurut pendapat saya menabung di bibit lumayan ada profitnya walaupun tidak terlalu besar tapi saya berharap jangan jadi bibit terus tapi jadilah bertubuh jadi pohon yang besar dan berbuah lebat sehingga memberi manfaat bagi banyak orang.,tabung lumayan profit harap tubuh pohon buah lebat manfaat orang
1,Penarikan lama,tari
5,"Enak nih gak bingung lagi pilih reksadana, karena sudah dipilihin sama ahlinya. Jangan lupa masukin kode refferal SUKADANA, dapetin cashback 25 ribu rupiah ya. Oke. :)",enak nih bingung pilih reksadana dipilihin ahli lupa masukin kode refferal sukadana dapetin cashback ribu rupiah
1,Mau top up ada biaya tambahan,top up biaya
5,mudah digunakan,mudah
4,"Kasih 4 dulu ,karena masih pemula , nanti saya akan kembali ketika sudah menggunakan cukup lama, thank you",thank you
1,Lama bgtt proses pencairan nya,bgtt proses cair
1,tolong dong bibit jangan keseringan update.capek tau perasaan setiap bulan ada kali 2-3x update.,update capek tau asa kali x update
1,server nya sangat lelet,server lelet
5,siip ðŸ‘ðŸ»,siip
5,good,good
5,baru pake & semoga aman buat invest kesini,pake moga aman invest kesini
5,bagus untuk investasi dan belajar saham,bagus investasi ajar saham
5,bagus,bagus
5,Mantap ðŸ‘,mantap
5,"mantap, terus kembangkan, saya harap di masa yang akan datang banyak pilihan reksadana",mantap kembang harap pilih reksadana
1,nunggu 2 hari kerja maksimal ya.... padahal uda hampir 1 bulan tetep aja ngga masuk malah berkurang banyak ðŸ˜‚,nunggu kerja maksimal uda tetep ngga masuk
1,"Aplikasi tidak bisa dibuka sejak Selasa, 7 Mei 2024",buka selasa mei
1,Verifikasi lama x,verifikasi x
3,Tolong dong di perbaiki saya mau withdraw ke bank jago udah di jadikan bank pencairan di bibit kok di masih aja sih withdraw nya di BCA. Tolong di perbaiki ya,withdraw bank jago bank cair withdraw bca
4,Bagus,bagus
1,Aplikasi banyak bug,bug
4,Cocok untuk pemula yang mau nyobain investasi/nabung. Sarannya saat menjual/mencairkan dana dikasih verifikasi apakah dananya sudah masuk ke rekening atau belum ðŸ‘ðŸ»,cocok nyobain investasi nabung saran jual cair dana verifikasi dana masuk rekening
5,mantap,mantap
5,Kira-kira kapan yah upgrade bibit plus dengan jago syariah...? Nyesel saya saya pindahkan ke jago syariah. Semoga ada solusinya,yah upgrade plus jago syariah nyesel pindah jago syariah moga solusi
1,Pencairan uang ke rekening lama Diketerangan tulisannya maksimal 7hari udah 7hari belum masuk juga ke rekening,cair uang rekening terang tulis maksimal masuk rekening
5,mudah penggunaannya,mudah
5,ok,
5,top mantap is the best,top mantap is the best
1,"Lama amat di verifikasi pembuatan akunnya, sudah tiga hari nunggu gak di verifikasi terus, gimananih?",verifikasi akun nunggu verifikasi gimananih
5,solusi keuangan,solusi uang
5,aplikasinya bagus dan menguntungkan,bagus untung
5,mudah dan lengkap fiturnya,mudah lengkap fiturnya
4,tambahin dong fitur beli emas klau bole 1 aplikasi knpa harus download aplikasi lain. biar lebih oke ni aplikasi,tambahin fitur beli emas klau bole knpa download biar ni
5,Aplikasi yang sangat membantu,bantu
2,esfdf .,esfdf
5,aplikasinya mantap dan respon CSnya cepat,mantap respon csnya cepat
5,semoga semakin baik lg kedepan,moga
2,"Sumpah lama banget, dari tgl 2 verifikasi bibit sampe tgl 6 sekarang, ga kelar-kelar. Kemaren gagal krn data ga terbaca, giliran udah diperbaiki lama bnget verifikasinya. Capek nunggunya, niat mau investasi secepatnya malah dibuat nunggu mulu. Tolong dong diatasi secepatnya.",sumpah tgl verifikasi sampe tgl kelar kelar kemaren gagal krn data baca gilir bnget verifikasi capek nunggunya niat investasi cepat nunggu mulu cepat
5,"Mudah menggunakan nya, terutama untuk kami yg newbie di bidang investasi saham...",mudah utama newbie bidang investasi saham
3,Servernya sering down,servernya down
3,"Aplikasi tambah berat,masa internet sudah kencang,ngebut bisa download file ukuran 930 mb dalam waktu 9 menit tapi begitu buka Bibit malah ada pemberitahuan Internet tidak stabil..",berat internet kencang ngebut download file ukur mb menit buka pemberitahuan internet stabil
2,"Makin lemot euy, kasusnya udah 1 tahun lebih gak buka aplikasi bibit tapi rajin diupdate aplikasinya. Hari ini waktu buka bibit stuck di splash screen ðŸ˜‚",lot euy buka rajin diupdate buka stuck splash screen
1,kurang dalam penarikan uang .....,tari uang
4,oke,
5,tampilannya mudah dimengerti,tampil mudah erti
5,Apk rekomendasi buat tabungan masa tua,rekomendasi tabung tua
5,good,good
1,"Mau daftar aj di persulit dari bulan April gagal melulu. Daftar pertama foto diri sama KTP ,status gagal. Perbaikan foto diri sama SIM A, kembali lagi gagal. Perbaikan kembali foto diri sama SIM A + KTP, kembali lagi gagal. Chat admin idak membantu jadi males.",daftar aj sulit april gagal melulu daftar foto ktp status gagal foto sim a gagal foto sim a ktp gagal chat admin idak bantu males
5,"Sangat suka dengan live supportnya,semoga kedepannya tetap seperti itu",suka live supportnya moga
5,Good 4 me,good me
5,sangat baik,
5,kereeen,kereeen
5,Terimakasih kepada Bibit yang sudah memberikan pelayanan yang memuaskan.,terimakasih layan muas
5,mantap sob,mantap sob
5,masih pemula,
5,kerennn,kerennn
5,nice,nice
4,Sudah bisa digunakan dengan lancar kembali. Smg tidak ngelag seperti sebelumnya.,lancar smg ngelag
5,"Tolong dong bibit, tambahin cabang rekening bank untuk bibit plusnya, jangan cuma BCA saja. Saya pengguna baru, minta tolong diperluas lagi ya kalau bisa Bank BRI atau DKI. Terimakasih sukses selalu",tambahin cabang rekening bank plus bca luas bank bri dki terimakasih sukses
5,"Kenapa aplikasi ngeleg parah. Saya buka aplikasi 30menit gak muncul"" tolong di buat yang lebih semoot aplikasi nya",ngeleg parah buka menit muncul semoot
5,bagus aplikasinya,bagus
5,"maaf, ini kok aplikasi bibit sudah 2 hari tidak bisa dibuka? kayak hang gitu ya..",maaf buka hang gitu
5,Aplikasi Reksadana yang sangat bagus untuk pemula dan bila ada kendala tim support nya siap membantu dengan baik sampai kendalanya selesai....,reksadana bagus kendala tim support bantu kendala selesai
5,Baguss,baguss
5,mudah digunakan,mudah
5,Mantap,mantap
1,"Aku ngerasa ini apps kyknya palsu deh, kyk binomo bukan naik malah turun drastis banget kalo lewat dari 500rb ke atas saldo saya kalau 100rb gk pernah tuh ada yang namanya turun uangnya mau pakai bibit kyknya gk lagiÂ² deh bukanya untung malah buntung",ngerasa apps kyknya palsu binomo turun drastis rb saldo rb tuh nama turun uang pakai kyknya buka untung buntung
4,Empat dulu ya,
5,Yg baru daftar boleh silahkan masukan kode referral : melsy untuk mendapat cashback 25 k ya ðŸ˜„ðŸ‘,daftar silah masuk kode referral melsy cashback k
5,"Platform yg terbaik untuk mengelola keuangan agar tidak boros, investasi pangkal kaya!!!",platform kelola uang boros investasi pangkal kaya
1,"MAAF SEBELUMNYA SAYA KASIH TAU JANGAN INVEST TERLALU BANYAK DI BIBIT KETIKA PENCAIRAN SALDO GAK MASUK SAYA UDAH HAMPIR 2 MINGGU GA MASUKÂ² PADAHAL LAGI BUTUH BANGT BUAT RUMAH SAKIT TAPI CUMA MASUK 13K DOANG KECEWAA BERAT, UDAH GITU MASA SALDO REKENING TIBAÂ² DI POTONG SNDIRI PADAHAL GA BELI APAÂ² TIBAÂ² MOTONG SNDIRI 50K TIAP BLN, jJQNGAN MAU PLE BIBITT ANJ UDH BERAPA KALI YAA DANA GW TIAP BULAN DI POTONG GAJELAS 50K TIAP BULANN, JANGANN DOWNLOAD APK GAJELAS MOTONGIN DUIT TIAP BLN 50K ANEHH JANGAN",maaf tau invest cair saldo masuk minggu masuk butuh bangt rumah sakit masuk k doang kecewaa berat gitu saldo rekening potong sndiri beli motong sndiri k bln jjqngan ple bibitt anj kali yaa dana gw potong gajelas k bulann jangann download gajelas motongin duit bln k anehh
5,bagus,bagus
5,"Aplikasi aman dan tampilan mudah dipahami, bagus untuk pemula yg mau belajar investasi dengan modal yang kecil",aman tampil mudah paham bagus ajar investasi modal
3,"Semoga bisa di perbaiki Teruma di bagian saham, Saya Harap bisa di kategorikan dan di urutan dalam portofolio sehingga bisa di lihat mana sedang mengalami kenaikan dan penurunan jadi lebih efektif semoga developer dapat memahami ini ðŸ™",moga uma saham harap kategori urut portofolio lihat alami turun efektif moga developer paham
4,Well,well
5,Bagus pokoknya,bagus pokok
2,"verifikasi dari bibitnya lama banget, diluar jadwal estimasi, sampe sekarang pun belum selesai",verifikasi jadwal estimasi sampe selesai
1,Pencairan 300rb aja seperti 300jt. Maksimal 7 hari kerja. Lawak,cair rb jt maksimal kerja lawak
5,Mantap,mantap
1,Ribet cara menggunakan nya,ribet
1,"verifikasi akun lama. saat pengajuan untuk menghapus akun juga lama padahal sudah ikuti prosedur yang diminta. jawaban template dari cs yang setiap ditanya jawabnya ""kami cek terlebih dahulu ya,kak"" repeat 9999x tapi ga ada progresðŸ—¿ðŸ—¿ðŸ—¿",verifikasi akun aju hapus akun prosedur template cs cek kak repeat x progres
5,ðŸ¥°,
3,udah nunggu estimasi verifikasi di bibit 1Ã—24 jam tetep ga ada notifikasi informasi mengenai verifikasi akun bibit dan verifikasi KSEI. solusi nya gimana ya?,nunggu estimasi verifikasi jam tetep notifikasi informasi kena verifikasi akun verifikasi ksei solusi gimana
5,good,good
1,"Verifikasi udah hampir seminggu nggak di acc acc, KECEWA.",verifikasi minggu acc acc kecewa
2,awalnya excited bgt pengen nyoba investasi..tp baru nyoba buat daftar aja verifikasi dari bibitnya lama bgt..jd males,excited ken nyoba investasi nyoba daftar verifikasi jd males
5,mantap tinggal nunggu hasil,mantap tinggal nunggu hasil
1,"Kenapa harus pake bank jago, mau buat akun aja susah, pake yg lain aja",pake bank jago akun susah pake
2,Loading doang ga bisa masuk,loading doang masuk
1,"Apk ini ga bagus, karena gada catatan riwayat hasil penjualan. Jadi kita tidak tau kapan aset yg kita jual laku dan dana nya kapan baru bisa mutasi ke rekening",bagus gada catat riwayat hasil jual tau aset jual laku dana mutasi rekening
4,sangat membantu ðŸ‘,bantu
5,"aplikasinya bagus, bisa membantu mendisiplinkan untuk menabung ðŸ‘",bagus bantu disiplin tabung
5,"Alhamdulillah, nyaman banget pake Bibit. Sedikit saran kepada pihak dari Bibit, adakan investasi emas minimal Rp.10000. Dijamin, aku pasti bakal investasi juga. Pokonya Bibit emang paling aman buat investasi. ðŸŽ‰ðŸŽ‰ðŸŽ‰ðŸŽ‰ Btw, kode referralku ""fxluck""",alhamdulillah nyaman pake saran adakan investasi emas minimal rp jamin investasi poko emang aman investasi btw kode referralku fxluck
2,Biaya admin top up melalui BCA terlalu mahal 4.600 untuk sekali transaksi. ;( tuk yang portofolio lebih dari 3 seperti saya nih sangat merugikan (4.600 x 5 transaksi =23.000/bln untuk biaya adminnya) 23.000/bln x 12bln = 276.000/thn ðŸ˜“ðŸ˜“ðŸ˜“,biaya admin top up bca mahal transaksi tuk portofolio nih rugi x transaksi bln biaya adminnya bln x bln thn
1,Terlalu lama pemeliharan RDN Wallet nya. Terlalu bosok lah mana udah keisi pas gua cek kg nongol nongol saldonya hadeh.,pemeliharan rdn wallet bosok isi pas gua cek kg nongol nongol saldo hadeh
5,"Investasi dimulai bukan tunggu mapan tapi dari sekarang!!! Untuk dapatkan cashback gunakan kode Referral : nabungreksabibit Modal minim pun disini bisa, jadi kenapa tidak?",investasi tunggu mapan cashback kode referral nabungreksabibit modal minim
2,"Versi terbaru kok,tidak bisa terbuka?",versi buka
3,Registrasi nya lama banget udah 3 hari di aplikasinya tggl 28 sampe sekarang belum bisa,registrasi tggl sampe
3,Kok verifikasi nya lama bgt,verifikasi
1,"Proses pembelian terlalu ribet dan makan waktu yg sangat lama, sama halnya dengan proses pencairan",proses beli ribet makan proses cair
1,"Setelah pembaharuan, suka keluar sendiri (waktu login sudah habis) selalu seperti itu terus.",baharu suka login habis
3,"Emang suka eror ya? Tiba"" Log out gabisa login",emang suka eror log out gabisa login
1,"ini gimana sih, biometrik gabisa, mau login udah masukin pin/fingerprint malah balik lagi buat suruh login",gimana biometrik gabisa login masukin pin fingerprint suruh login
1,loading terus tidak bisa membuka aplikasi,loading buka
1,mau invest malah dibuat susah. loading masuk aplikasi lama banget. nggk kayak kemarin kemarin. mending pake reksadana yg lain atau ditabung ke yg lain.,invest susah loading masuk nggk kemarin kemarin mending pake reksadana tabung
5,Keren ah,keren ah
1,"Pas beli saham waktu saham naik lama sekali kebelinya statusnya open, pas pembelian kita turun baru masuk, kan udah rugi kita. Pas lagi jual lagi udah untung misal 100rb.wdnya lama baget bisa2 saham waktu turun baru bisa wd itu pun gak di angkan untung 100rb.harga saham juga tidak akurat. Kalian harus sering cocokan harga saham di google",pas beli saham saham kebel status open pas beli turun masuk rugi pas jual untung rb wdnya baget saham turun wd angkan untung rb harga saham akurat cocok harga saham google
1,Proses widraw terlalu lama,proses widraw
5,Aplikasi invest reksadana terbaik. Masukkan kode refferal saat buka akun baru : reksabibitt ( t nya 2 ya) Untuk mendapatkan cashback 50k gratis,invest reksadana masuk kode refferal buka akun reksabibitt t cashback k gratis
5,mantabss,mantabss
2,"Saya daftar tanggal 26 april lalu dan tanggal 27 nya sudah bisa di pakai akun nya, tapi kenapa sampai sekarang belum terverifikasi oleh bibit ya, kenapa dengan akun saya kok lama bngt verivikasi nya",daftar tanggal april tanggal pakai akun verifikasi akun bngt verivikasi
5,sampai sekarang berjalan dengan lancar,jalan lancar
4,Ok admin responsif,admin responsif
1,proses registrasi rumit tapi proses verifikasi sampai berhari2!! nggak bangetlah aplikasi ini gak guna!!,proses registrasi rumit proses verifikasi
5,Mantap,mantap
5,bersih,bersih
5,Bagus bagus bagus bagus bagus bagus bagus bagus bagus,bagus bagus bagus bagus bagus bagus bagus bagus bagus
5,Semoga bisa membantu kelancaran rezeki,moga bantu lancar rezeki
5,bismillah,bismillah
5,"Bagus pertahankan aplikasi desain ui menarik , tingkatkan sistem keamanan akun user agar tidak terkena hack dari pihak luar, semoga kita sukses, bibit sukses saya sukses",bagus tahan desain ui tarik tingkat sistem aman akun user kena hack moga sukses sukses sukses
5,tingkatkan lagi keamanan nya,tingkat aman
5,"Aplikasi yg cukup bagus untuk yg mau berinvestasi disini. Disini tersedia berbagai macam pilihan investasi low risk mulai dari Saham, SBN, dll. Aplikasi yg punya nilai positif untuk merencanakan masa depan. Thanks buat bibit.",bagus investasi sedia pilih investasi low risk saham sbn nilai positif rencana thanks
1,"Dana darurat itu harusnya bisa di ambil max 1x 12 jam kalau sampai 2/7 hari itu bukan dana darurat, kalau orang sakit harus nnunggu sampai 7 hari baru berobat gitu. Pencairan dana apapun sangat lama, mending uninstal aja cari apk yg lebih baik masih banyak",dana darurat ambil max x jam dana darurat orang sakit nnunggu obat gitu cair dana mending uninstal cari
2,Aplikasinya gk bisa beli saham pake jago. Masa harus bca,beli saham pake jago bca
3,"Bibit tuh sebenernya bagus, cuma buat jual & pencairannya lama bgt parah sh.",tuh sebenernya bagus jual cair parah sh
1,Jadi banyak potongan pas pencairannya...,potong pas cair
5,Ok,
5,Recomended,recomended
1,"Kenapa tiba tiba aplikasinya terkeluar sendiri????? Terus muncul tulisan rubah pin??? Kemudian kenapa email yang saya daftarkan tidak masuk ke aplikasinya?????? Gak jelas aplikasinya tiba tiba keluar sendiri, begitu merubah pin gak bisa, terlalu ribet Padahal cukup kirim kode otp ke nomor hp selesai Sudah melakukan investasi tapi malah berulah?????",muncul tulis rubah pin email daftar masuk rubah pin ribet kirim kode otp nomor hp selesai laku investasi ulah
